Frame,Time,RightBicepsBrachiiCaputBrevis,RightTricepsBrachiiCaputLongus,LeftBicepsBrachiiCaputBrevis,LeftTricepsBrachiiCaputLongus,RightTrapeziusDescendens,LeftTrapeziusDescendens,RightLatissimusDorsi,LeftLatissimusDorsi
261,0.261,0.001303,-0.014927,0.007775,-0.002754,0.044492,-0.008947,-0.008129,-0.022741
262,0.262,0.001758,-0.010051,-0.001039,0.003818,0.042104,-0.006601,-0.006525,-0.004081
263,0.263,0.004588,-0.005864,-0.004273,-0.006354,0.035490,-0.004393,-0.001361,-0.001694
264,0.264,0.005064,0.000517,-0.001248,-0.008245,0.033461,-0.010417,0.006338,0.000506
265,0.265,0.006241,0.008259,0.003296,0.000188,0.020442,-0.019607,0.017772,0.010579
266,0.266,0.005904,0.009231,0.000743,-0.001363,0.011996,-0.017779,0.022265,0.019757
267,0.267,0.001689,0.004620,0.005973,0.013835,0.001363,-0.022192,0.015247,0.031541
268,0.268,0.005776,0.008808,0.005284,0.028017,-0.008251,-0.034525,0.021452,0.036043
269,0.269,0.008356,0.017231,-0.004203,0.014963,-0.007045,-0.036026,0.011097,0.040023
270,0.270,0.004179,0.006893,-0.000142,-0.000288,0.000764,-0.028241,0.004129,0.043657
271,0.271,0.007121,0.002815,-0.001323,-0.010477,-0.002254,-0.015578,0.000389,0.040352
272,0.272,0.010758,-0.005991,-0.006905,-0.012381,0.002332,-0.000245,0.001399,0.039254
273,0.273,0.003915,-0.009206,0.000374,-0.010739,0.004887,0.009980,0.004437,0.025129
274,0.274,0.000984,-0.008202,-0.004195,-0.012331,-0.006582,0.015696,-0.000132,0.006588
275,0.275,-0.001591,-0.005508,-0.001643,-0.019344,-0.004852,0.000715,0.000713,-0.000779
276,0.276,0.004465,-0.002971,0.000574,-0.023133,-0.009375,-0.013181,-0.009273,-0.012037
277,0.277,0.008338,0.000747,-0.000093,-0.015395,-0.007974,-0.011045,-0.007920,-0.010101
278,0.278,0.004934,0.001425,0.005660,-0.008147,-0.011650,-0.005769,-0.004203,-0.008326
279,0.279,0.008150,0.010898,0.000426,-0.003621,-0.006023,0.004984,-0.005229,-0.010091
280,0.280,0.006640,0.012245,-0.000236,-0.016517,-0.002948,0.011980,0.000015,-0.005602
281,0.281,-0.000947,0.003442,-0.005977,-0.010970,-0.000197,-0.004382,-0.006408,0.009556
282,0.282,0.004835,0.002422,0.002496,-0.009321,-0.004369,-0.015509,0.001380,0.015569
283,0.283,0.006056,0.005453,0.003530,-0.007855,-0.011234,-0.009396,0.002399,0.013630
284,0.284,-0.000157,0.002742,0.000501,-0.009270,-0.006578,0.003607,0.001558,0.022006
285,0.285,-0.000782,0.005290,0.001355,0.004545,-0.009034,0.001850,0.004109,0.011278
286,0.286,-0.004279,0.005987,-0.002863,0.006369,-0.002014,0.006362,0.001918,-0.009598
287,0.287,-0.003382,0.005342,-0.000651,0.004662,-0.010387,-0.000610,-0.000093,-0.024560
288,0.288,-0.001456,-0.000374,0.004265,0.006161,-0.004728,-0.001821,0.004156,-0.038343
289,0.289,-0.001732,0.003384,0.002580,0.007472,-0.003643,0.005915,0.005865,-0.040786
290,0.290,-0.000982,0.001409,0.000886,0.008619,-0.008147,0.011125,0.002341,-0.038655
291,0.291,-0.001925,0.004500,0.004447,0.005381,-0.014004,0.023287,0.001190,-0.012162
292,0.292,0.001198,0.000485,0.000231,0.006370,-0.016147,0.018202,0.003258,0.013136
293,0.293,0.000431,-0.002003,0.001919,0.003622,-0.016779,0.013629,-0.002460,0.009843
294,0.294,-0.003881,-0.001608,0.001412,0.001048,-0.007261,0.006672,0.001810,0.012628
295,0.295,0.000597,0.001323,0.000255,0.001698,-0.003166,-0.002130,0.001173,0.015223
296,0.296,-0.000838,-0.003681,0.001471,0.003742,0.000597,-0.009935,-0.002337,0.002748
297,0.297,-0.002109,-0.001595,0.005732,0.004298,0.001647,-0.019434,-0.000583,0.000421
298,0.298,-0.002196,0.002705,0.001699,0.006058,0.004712,-0.018291,-0.003398,-0.005787
299,0.299,-0.005855,-0.000112,0.005263,0.003573,0.011154,-0.012763,-0.001803,-0.004039
300,0.300,-0.004110,-0.000567,0.004086,0.002421,0.008625,-0.009698,-0.002920,0.011104
301,0.301,-0.005079,0.002533,0.000207,0.003651,0.004905,-0.023601,0.003565,0.021197
302,0.302,-0.004524,-0.002152,0.000727,0.001180,-0.002879,-0.021393,0.002765,0.019301
303,0.303,-0.000760,0.000941,-0.000445,0.001569,-0.005907,-0.008240,0.010592,0.007447
304,0.304,-0.001746,-0.004252,-0.000778,0.001961,-0.006720,-0.003074,0.003356,0.002859
305,0.305,-0.003585,0.000690,0.001097,0.003865,-0.007510,0.013873,0.007954,-0.017960
306,0.306,-0.003738,0.000219,0.000090,0.005592,-0.002194,0.020452,0.008831,-0.026762
307,0.307,-0.001191,0.001947,0.001107,0.004414,-0.000071,0.018368,0.018848,-0.029465
308,0.308,-0.006113,0.000462,0.004164,0.004917,0.003068,0.016408,0.017516,-0.022172
309,0.309,-0.002398,-0.000684,0.001303,0.007119,0.000278,0.014564,0.016356,-0.019925
310,0.310,-0.005312,-0.003528,0.001653,0.002887,0.006078,0.009845,0.021943,-0.005664
311,0.311,0.000062,0.002255,0.001333,-0.000153,0.006804,-0.002844,0.012477,0.003675
312,0.312,-0.003377,0.006517,0.002378,0.003930,-0.000929,-0.028391,0.008762,0.001994
313,0.313,-0.009032,0.001312,0.002223,0.001417,0.002146,-0.046674,-0.003742,0.012644
314,0.314,-0.003699,0.003383,-0.001668,0.003622,0.001307,-0.043647,-0.002041,0.016687
315,0.315,-0.002938,0.002923,-0.003359,0.002441,-0.002944,-0.040926,-0.000495,0.010401
316,0.316,-0.003376,0.003479,-0.006898,-0.003279,-0.005189,-0.049195,-0.018553,0.013598
317,0.317,-0.005020,-0.003240,-0.005713,-0.002385,0.002523,-0.036978,-0.025793,0.012573
318,0.318,-0.001430,-0.009629,-0.010440,-0.004528,0.001417,-0.016817,-0.023576,0.013445
319,0.319,-0.001746,-0.008747,-0.008728,-0.000897,0.004022,0.007723,-0.025591,0.010957
320,0.320,-0.005792,-0.007535,-0.004491,0.002581,0.007139,0.030228,-0.027448,0.003579
321,0.321,-0.002923,-0.012764,-0.006175,0.002147,0.007887,0.046490,-0.021866,-0.000080
322,0.322,-0.004799,-0.003460,-0.001438,0.007455,0.000849,0.007289,-0.020170,0.003527
323,0.323,-0.006519,-0.004663,-0.007192,0.008194,0.001595,-0.062181,-0.015584,-0.004729
324,0.324,-0.001500,-0.007899,-0.003464,0.007761,-0.001037,-0.090701,-0.011512,-0.003698
325,0.325,-0.003603,-0.002668,0.000090,0.006143,-0.000463,-0.047657,-0.010333,-0.002669
326,0.326,0.000535,-0.005385,0.004322,-0.001576,0.004357,0.006891,-0.007117,-0.003482
327,0.327,-0.003613,-0.001174,-0.002092,0.001701,0.002586,0.070910,0.002364,-0.007674
328,0.328,-0.003202,0.004067,-0.001237,-0.001279,0.005376,0.079453,-0.003885,0.002355
329,0.329,-0.004502,0.006089,-0.000561,-0.000357,0.002749,0.071599,-0.000651,0.001061
330,0.330,-0.000729,0.007789,0.000117,0.000569,0.002997,0.064442,0.000383,0.004840
331,0.331,-0.001372,0.009477,-0.001585,0.004352,0.001728,0.057967,0.006832,0.005900
332,0.332,-0.000338,0.002694,0.001273,0.009310,-0.000900,0.075349,0.009389,0.004949
333,0.333,-0.003366,-0.003758,0.002793,0.005150,0.002209,0.080544,0.005689,-0.005326
334,0.334,-0.001663,-0.006316,0.000589,-0.000006,0.000073,0.056320,0.005037,-0.003933
335,0.335,0.002730,-0.010063,0.001757,-0.009240,-0.002572,0.025509,0.003367,-0.005091
336,0.336,-0.003205,-0.009420,0.002752,-0.002901,0.000543,0.005537,-0.000673,0.000501
337,0.337,0.000322,-0.005226,0.005938,0.004954,0.000110,0.001995,0.002885,-0.000518
338,0.338,-0.003426,-0.009327,0.007938,-0.002258,0.001045,-0.001198,-0.000153,-0.003247
339,0.339,-0.001938,-0.004638,0.002161,-0.010661,-0.002224,-0.009966,-0.000476,-0.002420
340,0.340,-0.005015,-0.002994,-0.000395,-0.011618,-0.004309,-0.018021,-0.003006,-0.000233
341,0.341,-0.002686,-0.001353,0.009560,-0.004284,0.001422,-0.015531,0.002248,-0.003783
342,0.342,-0.005943,-0.001920,0.002604,-0.006942,-0.002822,-0.004232,0.000051,-0.004242
343,0.343,-0.005815,0.003074,-0.011302,-0.012832,0.000893,-0.014291,0.003607,-0.000091
344,0.344,-0.007885,-0.004780,-0.009488,-0.024302,-0.002648,-0.012373,0.007836,-0.004738
345,0.345,-0.004890,0.002418,-0.004461,-0.029339,-0.003117,-0.020813,0.002597,-0.005141
346,0.346,-0.006287,-0.000359,-0.006025,-0.030830,0.003357,-0.022347,0.007503,-0.004518
347,0.347,-0.000754,0.003799,0.000874,-0.015568,0.002546,-0.032029,0.000568,-0.002895
348,0.348,0.001570,0.005936,0.002022,-0.005364,0.003232,-0.051027,0.007007,0.002265
349,0.349,0.005073,0.005189,-0.001234,-0.003444,0.001185,-0.092176,0.004490,0.004371
350,0.350,0.002827,0.005624,-0.002287,-0.005051,-0.004605,-0.097942,0.006716,0.007484
351,0.351,0.002109,0.007237,0.000380,0.002671,-0.009887,-0.049872,0.004708,0.004672
352,0.352,0.003589,0.003603,0.004571,-0.001288,-0.007885,-0.017512,0.007771,0.005237
353,0.353,0.002876,0.005710,-0.003925,0.005048,-0.002175,0.011813,0.009480,-0.001656
354,0.354,-0.000360,0.001730,0.003815,0.008323,0.001497,0.027773,0.007982,-0.002631
355,0.355,0.001480,-0.000900,0.004790,0.019860,-0.002111,0.032563,0.003768,-0.009017
356,0.356,0.007051,-0.004019,0.000190,0.024433,0.002073,0.037029,0.011396,-0.006444
357,0.357,-0.005990,-0.002052,-0.000688,0.011914,-0.004372,0.040984,0.010401,-0.008603
358,0.358,0.006860,0.003654,0.001479,0.006840,0.001573,0.015665,0.020732,0.000751
359,0.359,-0.001775,0.002773,0.000767,0.005313,-0.008346,0.018936,0.016682,0.009608
360,0.360,0.002635,0.003426,-0.002322,0.006657,-0.017938,0.010192,0.015500,0.022188
361,0.361,0.006533,0.002723,0.001698,0.010363,-0.014187,0.018369,0.007719,0.040866
362,0.362,0.005190,0.003199,0.008435,0.015935,-0.008618,0.020774,0.010760,0.038584
363,0.363,-0.000538,0.000301,0.007555,0.016939,0.002841,-0.003900,0.000424,0.036469
364,0.364,0.002367,0.000772,-0.000259,0.002879,0.004274,-0.007067,-0.009241,0.026391
365,0.365,0.006801,-0.001456,0.004948,-0.007294,0.011107,-0.009856,-0.005528,0.017161
366,0.366,0.002456,-0.001816,0.000355,-0.001743,0.014728,-0.001616,-0.004524,-0.008164
367,0.367,0.006064,-0.000820,-0.009149,-0.010241,0.013643,0.010842,-0.003538,-0.026223
368,0.368,0.003928,0.004405,-0.005458,-0.027209,0.010586,0.017557,-0.006266,-0.036008
369,0.369,0.005523,0.002197,-0.002271,-0.016097,0.013278,0.015660,-0.008826,-0.033104
370,0.370,0.003746,0.005759,0.000748,-0.010056,0.012418,0.010240,-0.014084,-0.030383
371,0.371,0.004174,0.010003,-0.000114,-0.004526,0.010180,0.012110,-0.020522,-0.018047
372,0.372,0.009181,0.007141,-0.002659,-0.006280,0.006557,0.007711,-0.012753,-0.015878
373,0.373,0.009790,0.000400,-0.001987,-0.001779,0.003419,0.003751,-0.003293,-0.022003
374,0.374,0.010237,-0.000418,-0.001305,0.005088,-0.005485,-0.005036,-0.007027,-0.031354
375,0.375,0.003760,0.003834,-0.007033,0.006194,-0.009313,-0.008253,-0.014807,-0.029707
376,0.376,0.002876,-0.006117,-0.004809,0.011682,-0.001617,-0.007180,-0.011767,-0.025171
377,0.377,0.005049,-0.004736,0.004518,0.008513,0.001363,-0.007916,-0.012620,-0.021128
378,0.378,0.000126,-0.010961,-0.001733,0.007539,0.005853,-0.010263,-0.010084,-0.012344
379,0.379,0.003161,-0.005341,0.003864,0.011650,0.003249,-0.007895,-0.006376,0.004743
380,0.380,0.001461,-0.004279,0.004899,0.018499,0.008434,-0.015543,-0.007073,0.002375
381,0.381,-0.000057,-0.001520,-0.001512,0.006258,0.013306,-0.010231,-0.002856,0.017945
382,0.382,-0.001224,-0.004013,-0.000652,-0.005606,0.009096,-0.009362,-0.004548,0.015914
383,0.383,0.000820,-0.003297,0.003102,0.005064,0.011989,-0.003428,-0.002012,0.025197
384,0.384,0.001187,0.001649,0.005165,0.003732,0.004223,-0.008680,0.000197,0.023449
385,0.385,0.002915,-0.000001,0.005698,0.004942,0.005227,-0.015122,0.006636,0.018800
386,0.386,-0.000084,0.001725,0.006225,0.005952,-0.008519,-0.019374,0.003931,0.022775
387,0.387,0.003520,0.001257,0.003713,0.006924,-0.017878,-0.017243,-0.000294,0.016439
388,0.388,-0.001497,0.001637,-0.003195,0.000466,-0.012875,-0.028030,0.004954,0.015351
389,0.389,0.000603,0.001339,-0.000110,-0.003793,-0.032911,-0.051201,0.000053,0.012252
390,0.390,0.000162,0.007137,-0.002778,-0.001633,-0.030271,-0.041610,0.004273,0.000039
391,0.391,-0.001454,0.014956,0.003178,0.006107,-0.027965,-0.008888,0.003753,-0.011819
392,0.392,-0.003904,0.005528,0.010149,-0.001196,-0.030208,0.012825,0.002223,-0.013345
393,0.393,-0.000771,0.006760,0.007474,-0.007649,-0.032267,0.032543,0.001024,-0.020305
394,0.394,-0.002712,0.003595,0.001577,-0.005143,-0.026699,0.043122,0.003882,-0.024063
395,0.395,-0.000083,0.000593,-0.002112,-0.008896,-0.011491,0.052695,0.001311,-0.018533
396,0.396,-0.003874,-0.003921,-0.000045,-0.019566,0.006942,0.049627,-0.003976,-0.007066
397,0.397,-0.000222,0.003906,-0.000512,-0.021111,0.024187,0.041361,-0.009254,-0.002536
398,0.398,-0.002314,0.002940,-0.000972,-0.036326,0.035367,0.023991,-0.009970,0.004363
399,0.399,-0.002537,0.005694,-0.001424,-0.046431,0.025255,-0.000833,-0.004256,0.013130
400,0.400,-0.000556,0.008270,-0.004423,-0.033361,0.012274,-0.017391,0.002641,0.016322
401,0.401,-0.001461,0.010514,-0.003191,-0.014708,0.013994,-0.014640,0.001761,0.017332
402,0.402,-0.006426,0.008527,-0.000607,-0.002322,0.015533,-0.000999,0.000891,0.007001
403,0.403,-0.004294,0.006859,-0.001568,0.013276,0.016904,0.006232,0.001549,0.000043
404,0.404,-0.007238,-0.001912,-0.003887,0.027531,0.008120,0.004003,0.003563,-0.006244
405,0.405,-0.000705,-0.008150,-0.003163,0.025697,-0.006753,0.006004,-0.000692,-0.009483
406,0.406,-0.001444,-0.015913,-0.001430,0.017259,-0.029249,0.004089,0.008085,-0.010508
407,0.407,0.000864,-0.018938,0.002327,0.015741,-0.044129,-0.001055,0.004336,-0.007800
408,0.408,-0.005468,-0.021624,0.005915,0.014372,-0.030424,-0.002670,0.005333,-0.003569
409,0.409,0.000558,-0.015672,0.002895,0.010619,-0.008080,-0.009733,0.006333,0.000168
410,0.410,0.005908,-0.004140,-0.002667,0.002806,0.018983,-0.003590,-0.000117,-0.006247
411,0.411,-0.001766,-0.005802,0.001068,0.003792,0.029809,-0.006913,0.005758,-0.007081
412,0.412,-0.002672,0.001830,0.000418,0.004605,0.052845,-0.022766,0.001983,0.004420
413,0.413,0.001999,0.000490,0.002129,0.005425,0.050021,-0.034061,-0.004495,-0.000695
414,0.414,-0.003823,-0.003219,-0.004289,0.007589,0.036396,-0.040300,-0.000328,0.006854
415,0.415,-0.000008,-0.002192,-0.000053,0.006852,0.009247,-0.023693,0.003323,0.008147
416,0.416,-0.000583,-0.003205,0.002155,0.012540,-0.023475,-0.012657,-0.000294,0.011817
417,0.417,0.001199,-0.007784,0.000127,0.008761,-0.018984,-0.006661,0.005395,0.003980
418,0.418,-0.001573,-0.013709,0.003157,0.006657,-0.015007,-0.012293,0.003120,0.007000
419,0.419,-0.001984,-0.009977,0.000275,0.007072,0.003181,-0.014040,0.003707,0.015461
420,0.420,-0.001541,-0.005069,-0.003281,0.009868,0.019677,-0.006500,0.010549,0.018727
421,0.421,0.003125,-0.003219,-0.001088,0.011658,0.025507,0.007956,0.012830,0.018307
422,0.422,0.002886,-0.001545,-0.008035,0.008047,0.028452,0.025964,0.013590,0.015366
423,0.423,0.002651,0.003676,-0.013300,0.009177,0.020404,0.023504,0.005739,0.010903
424,0.424,-0.000465,0.004327,-0.008746,0.013862,0.003221,0.012274,0.008738,-0.000147
425,0.425,-0.000034,0.005980,-0.002844,0.023284,-0.007874,0.006120,0.009532,-0.010691
426,0.426,-0.003497,0.005450,0.004067,0.021874,-0.001702,-0.021844,0.006937,-0.014630
427,0.427,-0.001213,0.005923,0.001349,0.007960,-0.007175,-0.017999,0.007569,-0.015699
428,0.428,0.001737,0.001676,-0.001204,-0.012546,-0.012117,-0.014450,0.009557,-0.014560
429,0.429,0.000816,-0.001213,0.002494,-0.026280,-0.025829,0.008590,0.000048,-0.015431
430,0.430,-0.003663,0.004548,0.003154,-0.043563,-0.053580,0.017435,-0.006904,-0.008850
431,0.431,0.004717,0.003881,-0.005147,-0.054760,-0.041554,0.014769,-0.008099,0.002452
432,0.432,-0.003020,0.000339,-0.004161,-0.052780,-0.030505,0.012491,-0.018434,0.016460
433,0.433,-0.001975,0.000851,0.001049,-0.047275,-0.007212,-0.012081,-0.019813,0.029604
434,0.434,-0.001051,0.004915,0.005581,-0.021967,0.013919,-0.028345,-0.013579,0.024641
435,0.435,-0.003517,0.004410,0.001309,0.010768,0.022325,-0.007408,-0.016823,0.017120
436,0.436,-0.001238,0.005602,0.001951,0.006295,0.029849,0.028385,-0.013815,0.010271
437,0.437,-0.006083,0.005272,-0.005869,0.002346,0.027817,0.042842,-0.014699,-0.006057
438,0.438,0.000919,0.004940,-0.006923,0.005850,0.017769,0.064904,-0.005264,-0.017160
439,0.439,-0.001722,0.010191,-0.004265,0.009011,0.012268,0.076802,-0.004114,-0.023195
440,0.440,-0.004197,0.004946,0.001614,0.006094,0.003849,0.073294,-0.005163,-0.028734
441,0.441,-0.001932,0.001399,-0.000633,0.003376,-0.006777,0.043583,-0.002149,-0.010092
442,0.442,0.001682,0.003095,-0.001355,0.005765,-0.010815,0.031853,0.000532,0.002276
443,0.443,0.002245,0.001398,-0.003094,0.003601,-0.007086,0.021168,0.009978,0.008895
444,0.444,0.001792,-0.002160,-0.001459,-0.006522,-0.010284,-0.015017,0.008780,-0.001254
445,0.445,0.003368,0.000886,-0.002026,0.006506,-0.000766,-0.039004,0.003206,0.000582
446,0.446,0.003769,-0.000308,-0.002427,-0.001977,-0.014566,-0.051997,0.000182,0.002238
447,0.447,-0.000079,0.000021,-0.005363,-0.015874,-0.023782,-0.039985,0.001057,0.000671
448,0.448,0.000487,0.002381,-0.001187,-0.010318,-0.021999,-0.029014,-0.001448,-0.003444
449,0.449,0.004767,-0.002708,-0.001733,-0.008656,-0.008026,-0.025695,-0.003605,-0.012314
450,0.450,0.004307,-0.003387,0.000764,0.001969,0.001359,-0.022743,-0.011344,-0.006814
451,0.451,0.009084,0.006077,-0.002320,0.000606,0.006484,-0.008988,-0.012306,0.000383
452,0.452,0.007424,0.002009,-0.003546,-0.003102,0.014124,-0.001646,-0.011412,0.001152
453,0.453,0.002217,0.000813,0.002169,0.009443,0.015474,0.000657,-0.005442,0.000231
454,0.454,0.001570,-0.000218,0.004674,0.014562,0.019198,0.010936,-0.010640,-0.009841
455,0.455,0.002114,-0.003286,0.003964,0.019196,0.018191,0.012929,0.000078,-0.011281
456,0.456,0.001637,-0.002460,0.001905,0.017918,0.015147,0.018168,-0.007467,-0.007632
457,0.457,0.003185,-0.006719,0.008807,0.019176,0.010551,0.016819,-0.003330,-0.006692
458,0.458,-0.003725,-0.006066,0.007932,0.013664,0.016422,0.004490,-0.002073,0.000493
459,0.459,-0.002696,-0.006769,0.008751,0.008472,0.009471,-0.007108,0.010507,0.006822
460,0.460,-0.001837,-0.001029,0.000270,0.009350,-0.004543,0.003853,0.008877,0.019575
461,0.461,-0.000975,0.001167,0.005828,0.003450,-0.010608,0.008260,0.007424,0.032463
462,0.462,-0.001641,-0.000867,0.006812,0.005676,-0.016183,0.004842,0.008837,0.034018
463,0.463,0.001911,-0.001383,0.002218,0.010603,-0.017882,-0.000504,0.010088,0.016976
464,0.464,-0.002325,0.002661,0.001356,0.004875,-0.016411,-0.005599,0.009131,0.001293
465,0.465,0.000543,0.009409,0.000672,0.004235,-0.009577,-0.017700,0.010204,-0.008961
466,0.466,-0.007246,0.002964,0.005581,0.009176,-0.005998,-0.032885,0.018718,-0.029525
467,0.467,-0.004047,-0.004825,0.001361,0.012263,-0.007193,-0.018668,0.024355,-0.037733
468,0.468,-0.009304,-0.001778,-0.000324,0.010603,-0.004319,-0.005644,0.023399,-0.050177
469,0.469,-0.006617,0.006692,0.002234,0.008107,0.000081,0.006162,0.014992,-0.052462
470,0.470,-0.007495,0.009930,0.002587,0.002045,0.004162,0.007632,0.011835,-0.038330
471,0.471,-0.006867,0.006915,0.004623,-0.002169,0.000318,0.006245,0.006657,-0.025385
472,0.472,-0.004879,0.002372,-0.001115,-0.001486,-0.000438,-0.010172,-0.001730,-0.023775
473,0.473,-0.003241,0.008318,0.001426,0.000539,-0.002200,-0.007965,0.001550,-0.016261
474,0.474,-0.004989,-0.001636,0.000754,0.002225,-0.008717,-0.009980,0.002619,-0.009439
475,0.475,-0.003527,-0.000251,-0.007013,-0.006569,-0.016615,-0.004412,-0.001898,0.004317
476,0.476,0.003334,-0.009020,0.000293,-0.012819,-0.024024,-0.023047,-0.001016,0.006044
477,0.477,-0.012471,-0.012208,-0.000519,-0.016033,-0.032632,-0.035418,-0.001668,0.000836
478,0.478,-0.005953,-0.019456,-0.003021,-0.015026,-0.027217,-0.028819,-0.009419,0.005276
479,0.479,-0.008065,-0.014874,-0.006710,-0.008619,-0.032621,-0.014584,-0.010400,0.012096
480,0.480,0.019753,-0.010623,-0.000240,-0.004403,-0.046795,-0.031275,-0.001914,0.015698
481,0.481,0.023540,-0.005360,0.002335,0.007091,-0.077540,-0.037853,0.003676,0.018804
482,0.482,-0.009377,-0.003317,0.003047,0.005395,-0.082019,-0.031785,0.004701,0.019725
483,0.483,-0.005096,0.000928,0.006637,0.013016,-0.046011,-0.011358,0.007408,0.022356
484,0.484,-0.009100,-0.003116,-0.001600,0.006108,-0.012176,0.013253,0.013332,0.012816
485,0.485,0.001605,-0.001574,-0.000526,-0.005164,0.036380,0.029560,0.008099,0.011555
486,0.486,-0.001740,-0.000379,-0.003518,-0.009636,0.068680,0.038272,0.004556,0.012489
487,0.487,-0.004737,-0.000706,-0.000761,-0.008206,0.074402,0.040893,0.002865,0.009351
488,0.488,-0.002157,0.004374,-0.003257,-0.014411,0.079589,0.038425,-0.001196,0.008397
489,0.489,-0.004658,0.002349,-0.001025,-0.026885,0.074764,0.036114,-0.000687,0.004055
490,0.490,-0.002581,0.005400,0.001056,-0.035312,0.070259,0.021773,-0.004917,0.004626
491,0.491,-0.000682,0.003702,0.004177,-0.039834,0.066258,0.012310,-0.004418,0.000974
492,0.492,0.001054,0.003183,0.005944,-0.027251,0.048031,-0.009872,-0.012205,0.010384
493,0.493,-0.000769,-0.002925,0.002437,-0.001860,0.024915,-0.018880,-0.022527,0.022872
494,0.494,-0.005458,0.002971,0.002811,0.016208,0.009938,-0.016397,-0.026588,0.027961
495,0.495,0.004062,0.000749,0.001665,0.012971,0.001753,-0.004286,-0.027777,0.032551
496,0.496,-0.004860,0.004285,-0.002517,0.015832,-0.000667,0.002092,-0.024570,0.031248
497,0.497,-0.001766,0.007311,-0.010095,0.013098,-0.011873,0.012073,-0.023573,0.035016
498,0.498,-0.000870,-0.000313,-0.007017,0.015447,-0.013939,0.013822,-0.013280,0.031846
499,0.499,0.003575,0.004929,-0.006141,0.013238,-0.008378,0.018796,-0.011963,0.016146
500,0.500,0.005989,0.004074,-0.001877,0.011221,0.000094,0.011082,-0.005742,0.004982
501,0.501,-0.002595,0.003229,-0.001170,0.009412,0.010795,-0.004249,-0.004766,-0.009260
502,0.502,0.002877,0.003912,-0.003177,0.004412,-0.001673,-0.014486,0.000442,-0.007461
503,0.503,-0.004502,0.003248,-0.001465,-0.006184,-0.016832,-0.016427,-0.006025,-0.016009
504,0.504,0.001828,-0.000964,-0.001946,-0.015754,-0.022859,-0.031717,-0.010298,-0.026754
505,0.505,0.002572,0.004284,0.003829,-0.019414,-0.013480,-0.033821,-0.008147,-0.022775
506,0.506,0.000273,0.002250,0.003178,-0.016155,-0.004946,-0.039492,-0.004645,-0.011490
507,0.507,0.002211,0.005300,0.003874,-0.004622,-0.015510,-0.064968,0.003579,-0.003864
508,0.508,0.003813,0.002422,-0.000330,0.006063,-0.027925,-0.090451,0.004541,-0.002444
509,0.509,0.000850,0.004961,-0.000818,0.007456,-0.012611,-0.093782,-0.002812,0.011570
510,0.510,-0.002783,0.003773,0.006979,0.003767,-0.002401,-0.048879,0.007434,0.006181
511,0.511,0.001377,0.010209,0.003767,0.007019,0.006942,-0.003778,0.000433,0.001298
512,0.512,0.005374,0.011060,-0.001468,0.006038,0.018823,0.049112,0.004095,-0.009176
513,0.513,-0.000429,0.008539,-0.007886,-0.002365,0.026459,0.084554,0.007255,-0.015973
514,0.514,-0.001155,0.006355,-0.008726,-0.001279,0.025131,0.103751,0.010243,-0.022114
515,0.515,0.000829,-0.001411,-0.008048,-0.002247,0.023962,0.109403,0.007477,-0.023041
516,0.516,-0.002260,-0.008666,-0.004506,0.002338,0.016200,0.093397,0.006574,-0.021936
517,0.517,-0.001791,-0.015084,-0.008744,-0.005412,0.013182,0.088563,0.008726,-0.022717
518,0.518,0.003933,-0.015927,-0.003505,0.004097,0.006770,0.075295,0.003764,-0.021800
519,0.519,0.010846,-0.013726,0.002917,0.012931,-0.006067,0.047341,0.000656,-0.016470
520,0.520,0.004397,-0.005930,0.000367,0.016163,-0.033951,0.021948,-0.003475,-0.015681
521,0.521,0.006918,-0.004897,0.005589,0.017168,-0.037804,0.005519,-0.001006,-0.006064
522,0.522,0.004208,-0.003195,0.004223,0.014619,-0.028797,-0.013942,0.000944,0.001373
