 Frame,  Time,EMG Signal 1~5,
  6445, 6.445,       124.601,
  6446, 6.446,       123.426,
  6447, 6.447,       122.193,
  6448, 6.448,       120.912,
  6449, 6.449,       119.593,
  6450, 6.450,       118.246,
  6451, 6.451,       116.881,
  6452, 6.452,       115.508,
  6453, 6.453,       114.138,
  6454, 6.454,       112.778,
  6455, 6.455,       111.439,
  6456, 6.456,       110.130,
  6457, 6.457,       108.857,
  6458, 6.458,       107.628,
  6459, 6.459,       106.451,
  6460, 6.460,       105.331,
  6461, 6.461,       104.273,
  6462, 6.462,       103.281,
  6463, 6.463,       102.361,
  6464, 6.464,       101.513,
  6465, 6.465,       100.741,
  6466, 6.466,       100.046,
  6467, 6.467,        99.430,
  6468, 6.468,        98.892,
  6469, 6.469,        98.432,
  6470, 6.470,        98.051,
  6471, 6.471,        97.748,
  6472, 6.472,        97.522,
  6473, 6.473,        97.371,
  6474, 6.474,        97.295,
  6475, 6.475,        97.292,
  6476, 6.476,        97.362,
  6477, 6.477,        97.502,
  6478, 6.478,        97.713,
  6479, 6.479,        97.993,
  6480, 6.480,        98.340,
  6481, 6.481,        98.755,
  6482, 6.482,        99.236,
  6483, 6.483,        99.781,
  6484, 6.484,       100.390,
  6485, 6.485,       101.062,
  6486, 6.486,       101.794,
  6487, 6.487,       102.585,
  6488, 6.488,       103.432,
  6489, 6.489,       104.333,
  6490, 6.490,       105.283,
  6491, 6.491,       106.280,
  6492, 6.492,       107.317,
  6493, 6.493,       108.391,
  6494, 6.494,       109.496,
  6495, 6.495,       110.624,
  6496, 6.496,       111.769,
  6497, 6.497,       112.923,
  6498, 6.498,       114.077,
  6499, 6.499,       115.224,
  6500, 6.500,       116.353,
  6501, 6.501,       117.456,
  6502, 6.502,       118.522,
  6503, 6.503,       119.542,
  6504, 6.504,       120.505,
  6505, 6.505,       121.403,
  6506, 6.506,       122.224,
  6507, 6.507,       122.961,
  6508, 6.508,       123.604,
  6509, 6.509,       124.144,
  6510, 6.510,       124.574,
  6511, 6.511,       124.887,
  6512, 6.512,       125.076,
  6513, 6.513,       125.136,
  6514, 6.514,       125.061,
  6515, 6.515,       124.848,
  6516, 6.516,       124.493,
  6517, 6.517,       123.995,
  6518, 6.518,       123.351,
  6519, 6.519,       122.561,
  6520, 6.520,       121.625,
  6521, 6.521,       120.545,
  6522, 6.522,       119.322,
  6523, 6.523,       117.961,
  6524, 6.524,       116.465,
  6525, 6.525,       114.838,
  6526, 6.526,       113.087,
  6527, 6.527,       111.219,
  6528, 6.528,       109.241,
  6529, 6.529,       107.161,
  6530, 6.530,       104.989,
  6531, 6.531,       102.735,
  6532, 6.532,       100.410,
  6533, 6.533,        98.025,
  6534, 6.534,        95.592,
  6535, 6.535,        93.124,
  6536, 6.536,        90.634,
  6537, 6.537,        88.136,
  6538, 6.538,        85.642,
  6539, 6.539,        83.167,
  6540, 6.540,        80.724,
  6541, 6.541,        78.326,
  6542, 6.542,        75.987,
  6543, 6.543,        73.721,
  6544, 6.544,        71.538,
  6545, 6.545,        69.451,
  6546, 6.546,        67.472,
  6547, 6.547,        65.611,
  6548, 6.548,        63.877,
  6549, 6.549,        62.279,
  6550, 6.550,        60.826,
  6551, 6.551,        59.525,
  6552, 6.552,        58.380,
  6553, 6.553,        57.397,
  6554, 6.554,        56.581,
  6555, 6.555,        55.932,
  6556, 6.556,        55.455,
  6557, 6.557,        55.148,
  6558, 6.558,        55.013,
  6559, 6.559,        55.047,
  6560, 6.560,        55.248,
  6561, 6.561,        55.615,
  6562, 6.562,        56.142,
  6563, 6.563,        56.826,
  6564, 6.564,        57.661,
  6565, 6.565,        58.641,
  6566, 6.566,        59.761,
  6567, 6.567,        61.013,
  6568, 6.568,        62.390,
  6569, 6.569,        63.885,
  6570, 6.570,        65.489,
  6571, 6.571,        67.196,
  6572, 6.572,        68.996,
  6573, 6.573,        70.881,
  6574, 6.574,        72.843,
  6575, 6.575,        74.874,
  6576, 6.576,        76.965,
  6577, 6.577,        79.107,
  6578, 6.578,        81.292,
  6579, 6.579,        83.512,
  6580, 6.580,        85.757,
  6581, 6.581,        88.020,
  6582, 6.582,        90.290,
  6583, 6.583,        92.561,
  6584, 6.584,        94.821,
  6585, 6.585,        97.063,
  6586, 6.586,        99.276,
  6587, 6.587,       101.451,
  6588, 6.588,       103.578,
  6589, 6.589,       105.648,
  6590, 6.590,       107.650,
  6591, 6.591,       109.573,
  6592, 6.592,       111.407,
  6593, 6.593,       113.143,
  6594, 6.594,       114.768,
  6595, 6.595,       116.273,
  6596, 6.596,       117.647,
  6597, 6.597,       118.881,
  6598, 6.598,       119.964,
  6599, 6.599,       120.888,
  6600, 6.600,       121.643,
  6601, 6.601,       122.221,
  6602, 6.602,       122.616,
  6603, 6.603,       122.819,
  6604, 6.604,       122.826,
  6605, 6.605,       122.632,
  6606, 6.606,       122.233,
  6607, 6.607,       121.627,
  6608, 6.608,       120.812,
  6609, 6.609,       119.788,
  6610, 6.610,       118.556,
  6611, 6.611,       117.119,
  6612, 6.612,       115.481,
  6613, 6.613,       113.646,
  6614, 6.614,       111.623,
  6615, 6.615,       109.418,
  6616, 6.616,       107.041,
  6617, 6.617,       104.503,
  6618, 6.618,       101.817,
  6619, 6.619,        98.997,
  6620, 6.620,        96.056,
  6621, 6.621,        93.012,
  6622, 6.622,        89.882,
  6623, 6.623,        86.683,
  6624, 6.624,        83.435,
  6625, 6.625,        80.158,
  6626, 6.626,        76.873,
  6627, 6.627,        73.599,
  6628, 6.628,        70.359,
  6629, 6.629,        67.174,
  6630, 6.630,        64.064,
  6631, 6.631,        61.052,
  6632, 6.632,        58.157,
  6633, 6.633,        55.399,
  6634, 6.634,        52.799,
  6635, 6.635,        50.373,
  6636, 6.636,        48.141,
  6637, 6.637,        46.118,
  6638, 6.638,        44.319,
  6639, 6.639,        42.758,
  6640, 6.640,        41.447,
  6641, 6.641,        40.397,
  6642, 6.642,        39.616,
  6643, 6.643,        39.112,
  6644, 6.644,        38.890,
  6645, 6.645,        38.953,
  6646, 6.646,        39.304,
  6647, 6.647,        39.941,
  6648, 6.648,        40.862,
  6649, 6.649,        42.063,
  6650, 6.650,        43.538,
  6651, 6.651,        45.279,
  6652, 6.652,        47.276,
  6653, 6.653,        49.518,
  6654, 6.654,        51.992,
  6655, 6.655,        54.682,
  6656, 6.656,        57.573,
  6657, 6.657,        60.648,
  6658, 6.658,        63.887,
  6659, 6.659,        67.270,
  6660, 6.660,        70.779,
  6661, 6.661,        74.389,
  6662, 6.662,        78.081,
  6663, 6.663,        81.831,
  6664, 6.664,        85.617,
  6665, 6.665,        89.416,
  6666, 6.666,        93.205,
  6667, 6.667,        96.962,
  6668, 6.668,       100.664,
  6669, 6.669,       104.291,
  6670, 6.670,       107.822,
  6671, 6.671,       111.236,
  6672, 6.672,       114.515,
  6673, 6.673,       117.640,
  6674, 6.674,       120.595,
  6675, 6.675,       123.364,
  6676, 6.676,       125.932,
  6677, 6.677,       128.286,
  6678, 6.678,       130.414,
  6679, 6.679,       132.306,
  6680, 6.680,       133.953,
  6681, 6.681,       135.346,
  6682, 6.682,       136.480,
  6683, 6.683,       137.349,
  6684, 6.684,       137.950,
  6685, 6.685,       138.281,
  6686, 6.686,       138.340,
  6687, 6.687,       138.129,
  6688, 6.688,       137.650,
  6689, 6.689,       136.905,
  6690, 6.690,       135.901,
  6691, 6.691,       134.642,
  6692, 6.692,       133.137,
  6693, 6.693,       131.395,
  6694, 6.694,       129.425,
  6695, 6.695,       127.239,
  6696, 6.696,       124.850,
  6697, 6.697,       122.271,
  6698, 6.698,       119.517,
  6699, 6.699,       116.603,
  6700, 6.700,       113.547,
  6701, 6.701,       110.366,
  6702, 6.702,       107.077,
  6703, 6.703,       103.699,
  6704, 6.704,       100.250,
  6705, 6.705,        96.751,
  6706, 6.706,        93.219,
  6707, 6.707,        89.674,
  6708, 6.708,        86.134,
  6709, 6.709,        82.619,
  6710, 6.710,        79.146,
  6711, 6.711,        75.732,
  6712, 6.712,        72.395,
  6713, 6.713,        69.150,
  6714, 6.714,        66.013,
  6715, 6.715,        62.997,
  6716, 6.716,        60.116,
  6717, 6.717,        57.382,
  6718, 6.718,        54.805,
  6719, 6.719,        52.395,
  6720, 6.720,        50.162,
  6721, 6.721,        48.111,
  6722, 6.722,        46.249,
  6723, 6.723,        44.580,
  6724, 6.724,        43.109,
  6725, 6.725,        41.837,
  6726, 6.726,        40.765,
  6727, 6.727,        39.893,
  6728, 6.728,        39.219,
  6729, 6.729,        38.741,
  6730, 6.730,        38.455,
  6731, 6.731,        38.356,
  6732, 6.732,        38.439,
  6733, 6.733,        38.697,
  6734, 6.734,        39.123,
  6735, 6.735,        39.707,
  6736, 6.736,        40.442,
  6737, 6.737,        41.317,
  6738, 6.738,        42.323,
  6739, 6.739,        43.448,
  6740, 6.740,        44.682,
  6741, 6.741,        46.014,
  6742, 6.742,        47.430,
  6743, 6.743,        48.920,
  6744, 6.744,        50.472,
  6745, 6.745,        52.074,
  6746, 6.746,        53.714,
  6747, 6.747,        55.379,
  6748, 6.748,        57.059,
  6749, 6.749,        58.742,
  6750, 6.750,        60.417,
  6751, 6.751,        62.074,
  6752, 6.752,        63.703,
  6753, 6.753,        65.293,
  6754, 6.754,        66.838,
  6755, 6.755,        68.327,
  6756, 6.756,        69.755,
  6757, 6.757,        71.114,
  6758, 6.758,        72.400,
  6759, 6.759,        73.607,
  6760, 6.760,        74.732,
  6761, 6.761,        75.773,
  6762, 6.762,        76.727,
  6763, 6.763,        77.594,
  6764, 6.764,        78.374,
  6765, 6.765,        79.068,
  6766, 6.766,        79.679,
  6767, 6.767,        80.209,
  6768, 6.768,        80.662,
  6769, 6.769,        81.042,
  6770, 6.770,        81.355,
  6771, 6.771,        81.607,
  6772, 6.772,        81.804,
  6773, 6.773,        81.952,
  6774, 6.774,        82.059,
  6775, 6.775,        82.133,
  6776, 6.776,        82.180,
  6777, 6.777,        82.210,
  6778, 6.778,        82.229,
  6779, 6.779,        82.245,
  6780, 6.780,        82.267,
  6781, 6.781,        82.300,
  6782, 6.782,        82.353,
  6783, 6.783,        82.432,
  6784, 6.784,        82.542,
  6785, 6.785,        82.688,
  6786, 6.786,        82.876,
  6787, 6.787,        83.108,
  6788, 6.788,        83.388,
  6789, 6.789,        83.718,
  6790, 6.790,        84.098,
  6791, 6.791,        84.529,
  6792, 6.792,        85.010,
  6793, 6.793,        85.539,
  6794, 6.794,        86.113,
  6795, 6.795,        86.727,
  6796, 6.796,        87.379,
  6797, 6.797,        88.060,
  6798, 6.798,        88.766,
  6799, 6.799,        89.489,
  6800, 6.800,        90.221,
  6801, 6.801,        90.954,
  6802, 6.802,        91.677,
  6803, 6.803,        92.383,
  6804, 6.804,        93.060,
  6805, 6.805,        93.699,
  6806, 6.806,        94.290,
  6807, 6.807,        94.822,
  6808, 6.808,        95.287,
  6809, 6.809,        95.673,
  6810, 6.810,        95.973,
  6811, 6.811,        96.177,
  6812, 6.812,        96.277,
  6813, 6.813,        96.267,
  6814, 6.814,        96.140,
  6815, 6.815,        95.890,
  6816, 6.816,        95.514,
  6817, 6.817,        95.008,
  6818, 6.818,        94.370,
  6819, 6.819,        93.599,
  6820, 6.820,        92.694,
  6821, 6.821,        91.659,
  6822, 6.822,        90.494,
  6823, 6.823,        89.204,
  6824, 6.824,        87.792,
  6825, 6.825,        86.265,
  6826, 6.826,        84.628,
  6827, 6.827,        82.890,
  6828, 6.828,        81.057,
  6829, 6.829,        79.138,
  6830, 6.830,        77.143,
  6831, 6.831,        75.080,
  6832, 6.832,        72.960,
  6833, 6.833,        70.793,
  6834, 6.834,        68.589,
  6835, 6.835,        66.359,
  6836, 6.836,        64.113,
  6837, 6.837,        61.862,
  6838, 6.838,        59.617,
  6839, 6.839,        57.389,
  6840, 6.840,        55.187,
  6841, 6.841,        53.022,
  6842, 6.842,        50.905,
  6843, 6.843,        48.846,
  6844, 6.844,        46.853,
  6845, 6.845,        44.938,
  6846, 6.846,        43.108,
  6847, 6.847,        41.374,
  6848, 6.848,        39.744,
  6849, 6.849,        38.226,
  6850, 6.850,        36.830,
  6851, 6.851,        35.562,
  6852, 6.852,        34.431,
  6853, 6.853,        33.445,
  6854, 6.854,        32.610,
  6855, 6.855,        31.933,
  6856, 6.856,        31.421,
  6857, 6.857,        31.080,
  6858, 6.858,        30.915,
  6859, 6.859,        30.932,
  6860, 6.860,        31.135,
  6861, 6.861,        31.529,
  6862, 6.862,        32.116,
  6863, 6.863,        32.900,
  6864, 6.864,        33.882,
  6865, 6.865,        35.064,
  6866, 6.866,        36.446,
  6867, 6.867,        38.027,
  6868, 6.868,        39.806,
  6869, 6.869,        41.781,
  6870, 6.870,        43.947,
  6871, 6.871,        46.299,
  6872, 6.872,        48.833,
  6873, 6.873,        51.541,
  6874, 6.874,        54.416,
  6875, 6.875,        57.447,
  6876, 6.876,        60.625,
  6877, 6.877,        63.939,
  6878, 6.878,        67.376,
  6879, 6.879,        70.923,
  6880, 6.880,        74.566,
  6881, 6.881,        78.289,
  6882, 6.882,        82.078,
  6883, 6.883,        85.915,
  6884, 6.884,        89.784,
  6885, 6.885,        93.666,
  6886, 6.886,        97.544,
  6887, 6.887,       101.401,
  6888, 6.888,       105.217,
  6889, 6.889,       108.974,
  6890, 6.890,       112.654,
  6891, 6.891,       116.240,
  6892, 6.892,       119.714,
  6893, 6.893,       123.058,
  6894, 6.894,       126.257,
  6895, 6.895,       129.295,
  6896, 6.896,       132.157,
  6897, 6.897,       134.830,
  6898, 6.898,       137.302,
  6899, 6.899,       139.560,
  6900, 6.900,       141.597,
  6901, 6.901,       143.401,
  6902, 6.902,       144.968,
  6903, 6.903,       146.292,
  6904, 6.904,       147.369,
  6905, 6.905,       148.196,
  6906, 6.906,       148.775,
  6907, 6.907,       149.105,
  6908, 6.908,       149.192,
  6909, 6.909,       149.039,
  6910, 6.910,       148.653,
  6911, 6.911,       148.044,
  6912, 6.912,       147.220,
  6913, 6.913,       146.193,
  6914, 6.914,       144.976,
  6915, 6.915,       143.583,
  6916, 6.916,       142.029,
  6917, 6.917,       140.329,
  6918, 6.918,       138.501,
  6919, 6.919,       136.561,
  6920, 6.920,       134.527,
  6921, 6.921,       132.416,
  6922, 6.922,       130.245,
  6923, 6.923,       128.033,
  6924, 6.924,       125.795,
  6925, 6.925,       123.548,
  6926, 6.926,       121.308,
  6927, 6.927,       119.091,
  6928, 6.928,       116.910,
  6929, 6.929,       114.779,
  6930, 6.930,       112.710,
  6931, 6.931,       110.715,
  6932, 6.932,       108.804,
  6933, 6.933,       106.986,
  6934, 6.934,       105.269,
  6935, 6.935,       103.660,
  6936, 6.936,       102.164,
  6937, 6.937,       100.787,
  6938, 6.938,        99.531,
  6939, 6.939,        98.398,
  6940, 6.940,        97.390,
  6941, 6.941,        96.507,
  6942, 6.942,        95.748,
  6943, 6.943,        95.111,
  6944, 6.944,        94.593,
  6945, 6.945,        94.191,
  6946, 6.946,        93.900,
  6947, 6.947,        93.716,
  6948, 6.948,        93.632,
  6949, 6.949,        93.644,
  6950, 6.950,        93.743,
  6951, 6.951,        93.923,
  6952, 6.952,        94.176,
  6953, 6.953,        94.496,
  6954, 6.954,        94.874,
  6955, 6.955,        95.302,
  6956, 6.956,        95.772,
  6957, 6.957,        96.277,
  6958, 6.958,        96.809,
  6959, 6.959,        97.360,
  6960, 6.960,        97.922,
  6961, 6.961,        98.489,
  6962, 6.962,        99.053,
  6963, 6.963,        99.607,
  6964, 6.964,       100.147,
  6965, 6.965,       100.666,
  6966, 6.966,       101.158,
  6967, 6.967,       101.619,
  6968, 6.968,       102.045,
  6969, 6.969,       102.431,
  6970, 6.970,       102.776,
  6971, 6.971,       103.076,
  6972, 6.972,       103.328,
  6973, 6.973,       103.533,
  6974, 6.974,       103.687,
  6975, 6.975,       103.792,
  6976, 6.976,       103.848,
  6977, 6.977,       103.854,
  6978, 6.978,       103.811,
  6979, 6.979,       103.722,
  6980, 6.980,       103.589,
  6981, 6.981,       103.412,
  6982, 6.982,       103.195,
  6983, 6.983,       102.941,
  6984, 6.984,       102.652,
  6985, 6.985,       102.333,
  6986, 6.986,       101.986,
  6987, 6.987,       101.614,
  6988, 6.988,       101.221,
  6989, 6.989,       100.812,
  6990, 6.990,       100.388,
  6991, 6.991,        99.953,
  6992, 6.992,        99.510,
  6993, 6.993,        99.061,
  6994, 6.994,        98.610,
  6995, 6.995,        98.158,
  6996, 6.996,        97.707,
  6997, 6.997,        97.259,
  6998, 6.998,        96.813,
  6999, 6.999,        96.372,
  7000, 7.000,        95.934,
  7001, 7.001,        95.501,
  7002, 7.002,        95.070,
  7003, 7.003,        94.642,
  7004, 7.004,        94.215,
  7005, 7.005,        93.788,
  7006, 7.006,        93.358,
  7007, 7.007,        92.924,
  7008, 7.008,        92.485,
  7009, 7.009,        92.037,
  7010, 7.010,        91.579,
  7011, 7.011,        91.108,
  7012, 7.012,        90.622,
  7013, 7.013,        90.121,
  7014, 7.014,        89.601,
  7015, 7.015,        89.061,
  7016, 7.016,        88.502,
  7017, 7.017,        87.921,
  7018, 7.018,        87.318,
  7019, 7.019,        86.695,
  7020, 7.020,        86.051,
  7021, 7.021,        85.388,
  7022, 7.022,        84.707,
  7023, 7.023,        84.010,
  7024, 7.024,        83.300,
  7025, 7.025,        82.579,
  7026, 7.026,        81.851,
  7027, 7.027,        81.119,
  7028, 7.028,        80.386,
  7029, 7.029,        79.657,
  7030, 7.030,        78.936,
  7031, 7.031,        78.226,
  7032, 7.032,        77.532,
  7033, 7.033,        76.858,
  7034, 7.034,        76.207,
  7035, 7.035,        75.585,
  7036, 7.036,        74.995,
  7037, 7.037,        74.441,
  7038, 7.038,        73.926,
  7039, 7.039,        73.454,
  7040, 7.040,        73.028,
  7041, 7.041,        72.651,
  7042, 7.042,        72.327,
  7043, 7.043,        72.057,
  7044, 7.044,        71.844,
  7045, 7.045,        71.691,
  7046, 7.046,        71.598,
  7047, 7.047,        71.568,
  7048, 7.048,        71.601,
  7049, 7.049,        71.698,
  7050, 7.050,        71.860,
  7051, 7.051,        72.087,
  7052, 7.052,        72.378,
  7053, 7.053,        72.733,
  7054, 7.054,        73.150,
  7055, 7.055,        73.629,
  7056, 7.056,        74.166,
  7057, 7.057,        74.759,
  7058, 7.058,        75.405,
  7059, 7.059,        76.100,
  7060, 7.060,        76.840,
  7061, 7.061,        77.619,
  7062, 7.062,        78.432,
  7063, 7.063,        79.273,
  7064, 7.064,        80.135,
  7065, 7.065,        81.009,
  7066, 7.066,        81.889,
  7067, 7.067,        82.765,
  7068, 7.068,        83.628,
  7069, 7.069,        84.468,
  7070, 7.070,        85.276,
  7071, 7.071,        86.040,
  7072, 7.072,        86.751,
  7073, 7.073,        87.396,
  7074, 7.074,        87.966,
  7075, 7.075,        88.450,
  7076, 7.076,        88.838,
  7077, 7.077,        89.119,
  7078, 7.078,        89.283,
  7079, 7.079,        89.322,
  7080, 7.080,        89.229,
  7081, 7.081,        88.995,
  7082, 7.082,        88.614,
  7083, 7.083,        88.082,
  7084, 7.084,        87.395,
  7085, 7.085,        86.552,
  7086, 7.086,        85.550,
  7087, 7.087,        84.392,
  7088, 7.088,        83.079,
  7089, 7.089,        81.616,
  7090, 7.090,        80.007,
  7091, 7.091,        78.261,
  7092, 7.092,        76.386,
  7093, 7.093,        74.392,
  7094, 7.094,        72.290,
  7095, 7.095,        70.093,
  7096, 7.096,        67.815,
  7097, 7.097,        65.471,
  7098, 7.098,        63.076,
  7099, 7.099,        60.648,
  7100, 7.100,        58.202,
  7101, 7.101,        55.756,
  7102, 7.102,        53.329,
  7103, 7.103,        50.937,
  7104, 7.104,        48.599,
  7105, 7.105,        46.333,
  7106, 7.106,        44.154,
  7107, 7.107,        42.082,
  7108, 7.108,        40.131,
  7109, 7.109,        38.317,
  7110, 7.110,        36.656,
  7111, 7.111,        35.160,
  7112, 7.112,        33.844,
  7113, 7.113,        32.718,
  7114, 7.114,        31.795,
  7115, 7.115,        31.083,
  7116, 7.116,        30.591,
  7117, 7.117,        30.327,
  7118, 7.118,        30.296,
  7119, 7.119,        30.503,
  7120, 7.120,        30.952,
  7121, 7.121,        31.644,
  7122, 7.122,        32.581,
  7123, 7.123,        33.763,
  7124, 7.124,        35.186,
  7125, 7.125,        36.850,
  7126, 7.126,        38.748,
  7127, 7.127,        40.876,
  7128, 7.128,        43.227,
  7129, 7.129,        45.793,
  7130, 7.130,        48.565,
  7131, 7.131,        51.533,
  7132, 7.132,        54.686,
  7133, 7.133,        58.011,
  7134, 7.134,        61.496,
  7135, 7.135,        65.126,
  7136, 7.136,        68.887,
  7137, 7.137,        72.763,
  7138, 7.138,        76.737,
  7139, 7.139,        80.793,
  7140, 7.140,        84.913,
  7141, 7.141,        89.079,
  7142, 7.142,        93.274,
  7143, 7.143,        97.479,
  7144, 7.144,       101.675,
  7145, 7.145,       105.846,
  7146, 7.146,       109.972,
  7147, 7.147,       114.036,
  7148, 7.148,       118.022,
  7149, 7.149,       121.911,
  7150, 7.150,       125.689,
  7151, 7.151,       129.340,
  7152, 7.152,       132.851,
  7153, 7.153,       136.207,
  7154, 7.154,       139.396,
  7155, 7.155,       142.409,
  7156, 7.156,       145.234,
  7157, 7.157,       147.864,
  7158, 7.158,       150.293,
  7159, 7.159,       152.514,
  7160, 7.160,       154.524,
  7161, 7.161,       156.320,
  7162, 7.162,       157.903,
  7163, 7.163,       159.273,
  7164, 7.164,       160.433,
  7165, 7.165,       161.386,
  7166, 7.166,       162.140,
  7167, 7.167,       162.702,
  7168, 7.168,       163.079,
  7169, 7.169,       163.284,
  7170, 7.170,       163.326,
  7171, 7.171,       163.219,
  7172, 7.172,       162.975,
  7173, 7.173,       162.610,
  7174, 7.174,       162.137,
  7175, 7.175,       161.571,
  7176, 7.176,       160.928,
  7177, 7.177,       160.221,
  7178, 7.178,       159.466,
  7179, 7.179,       158.676,
  7180, 7.180,       157.865,
  7181, 7.181,       157.044,
  7182, 7.182,       156.224,
  7183, 7.183,       155.416,
  7184, 7.184,       154.628,
  7185, 7.185,       153.866,
  7186, 7.186,       153.137,
  7187, 7.187,       152.444,
  7188, 7.188,       151.790,
  7189, 7.189,       151.175,
  7190, 7.190,       150.599,
  7191, 7.191,       150.060,
  7192, 7.192,       149.554,
  7193, 7.193,       149.076,
  7194, 7.194,       148.621,
  7195, 7.195,       148.181,
  7196, 7.196,       147.750,
  7197, 7.197,       147.318,
  7198, 7.198,       146.878,
  7199, 7.199,       146.419,
  7200, 7.200,       145.933,
  7201, 7.201,       145.412,
  7202, 7.202,       144.846,
  7203, 7.203,       144.228,
  7204, 7.204,       143.550,
  7205, 7.205,       142.807,
  7206, 7.206,       141.993,
  7207, 7.207,       141.104,
  7208, 7.208,       140.136,
  7209, 7.209,       139.089,
  7210, 7.210,       137.960,
  7211, 7.211,       136.752,
  7212, 7.212,       135.465,
  7213, 7.213,       134.103,
  7214, 7.214,       132.670,
  7215, 7.215,       131.171,
  7216, 7.216,       129.612,
  7217, 7.217,       127.999,
  7218, 7.218,       126.339,
  7219, 7.219,       124.640,
  7220, 7.220,       122.909,
  7221, 7.221,       121.155,
  7222, 7.222,       119.386,
  7223, 7.223,       117.609,
  7224, 7.224,       115.833,
  7225, 7.225,       114.065,
  7226, 7.226,       112.312,
  7227, 7.227,       110.582,
  7228, 7.228,       108.879,
  7229, 7.229,       107.210,
  7230, 7.230,       105.580,
  7231, 7.231,       103.992,
  7232, 7.232,       102.452,
  7233, 7.233,       100.962,
  7234, 7.234,        99.524,
  7235, 7.235,        98.139,
  7236, 7.236,        96.810,
  7237, 7.237,        95.537,
  7238, 7.238,        94.319,
  7239, 7.239,        93.155,
  7240, 7.240,        92.046,
  7241, 7.241,        90.988,
  7242, 7.242,        89.981,
  7243, 7.243,        89.022,
  7244, 7.244,        88.109,
  7245, 7.245,        87.238,
  7246, 7.246,        86.408,
  7247, 7.247,        85.615,
  7248, 7.248,        84.856,
  7249, 7.249,        84.129,
  7250, 7.250,        83.432,
  7251, 7.251,        82.761,
  7252, 7.252,        82.114,
  7253, 7.253,        81.490,
  7254, 7.254,        80.887,
  7255, 7.255,        80.304,
  7256, 7.256,        79.740,
  7257, 7.257,        79.194,
  7258, 7.258,        78.666,
  7259, 7.259,        78.156,
  7260, 7.260,        77.665,
  7261, 7.261,        77.193,
  7262, 7.262,        76.742,
  7263, 7.263,        76.313,
  7264, 7.264,        75.907,
  7265, 7.265,        75.525,
  7266, 7.266,        75.171,
  7267, 7.267,        74.844,
  7268, 7.268,        74.548,
  7269, 7.269,        74.283,
  7270, 7.270,        74.052,
  7271, 7.271,        73.855,
  7272, 7.272,        73.696,
  7273, 7.273,        73.574,
  7274, 7.274,        73.491,
  7275, 7.275,        73.448,
  7276, 7.276,        73.445,
  7277, 7.277,        73.483,
  7278, 7.278,        73.562,
  7279, 7.279,        73.682,
  7280, 7.280,        73.842,
  7281, 7.281,        74.042,
  7282, 7.282,        74.280,
  7283, 7.283,        74.555,
  7284, 7.284,        74.865,
  7285, 7.285,        75.208,
  7286, 7.286,        75.580,
  7287, 7.287,        75.979,
  7288, 7.288,        76.402,
  7289, 7.289,        76.843,
  7290, 7.290,        77.300,
  7291, 7.291,        77.767,
  7292, 7.292,        78.239,
  7293, 7.293,        78.710,
  7294, 7.294,        79.174,
  7295, 7.295,        79.625,
  7296, 7.296,        80.057,
  7297, 7.297,        80.461,
  7298, 7.298,        80.832,
  7299, 7.299,        81.161,
  7300, 7.300,        81.441,
  7301, 7.301,        81.665,
  7302, 7.302,        81.825,
  7303, 7.303,        81.914,
  7304, 7.304,        81.925,
  7305, 7.305,        81.850,
  7306, 7.306,        81.684,
  7307, 7.307,        81.420,
  7308, 7.308,        81.055,
  7309, 7.309,        80.582,
  7310, 7.310,        79.999,
  7311, 7.311,        79.303,
  7312, 7.312,        78.493,
  7313, 7.313,        77.567,
  7314, 7.314,        76.525,
  7315, 7.315,        75.371,
  7316, 7.316,        74.105,
  7317, 7.317,        72.733,
  7318, 7.318,        71.260,
  7319, 7.319,        69.690,
  7320, 7.320,        68.034,
  7321, 7.321,        66.298,
  7322, 7.322,        64.493,
  7323, 7.323,        62.629,
  7324, 7.324,        60.719,
  7325, 7.325,        58.776,
  7326, 7.326,        56.812,
  7327, 7.327,        54.844,
  7328, 7.328,        52.885,
  7329, 7.329,        50.952,
  7330, 7.330,        49.060,
  7331, 7.331,        47.227,
  7332, 7.332,        45.469,
  7333, 7.333,        43.802,
  7334, 7.334,        42.243,
  7335, 7.335,        40.808,
  7336, 7.336,        39.512,
  7337, 7.337,        38.372,
  7338, 7.338,        37.400,
  7339, 7.339,        36.612,
  7340, 7.340,        36.018,
  7341, 7.341,        35.631,
  7342, 7.342,        35.460,
  7343, 7.343,        35.514,
  7344, 7.344,        35.801,
  7345, 7.345,        36.325,
  7346, 7.346,        37.091,
  7347, 7.347,        38.101,
  7348, 7.348,        39.356,
  7349, 7.349,        40.855,
  7350, 7.350,        42.594,
  7351, 7.351,        44.570,
  7352, 7.352,        46.775,
  7353, 7.353,        49.201,
  7354, 7.354,        51.839,
  7355, 7.355,        54.677,
  7356, 7.356,        57.702,
  7357, 7.357,        60.900,
  7358, 7.358,        64.255,
  7359, 7.359,        67.750,
  7360, 7.360,        71.366,
  7361, 7.361,        75.085,
  7362, 7.362,        78.887,
  7363, 7.363,        82.750,
  7364, 7.364,        86.654,
  7365, 7.365,        90.577,
  7366, 7.366,        94.496,
  7367, 7.367,        98.392,
  7368, 7.368,       102.240,
  7369, 7.369,       106.021,
  7370, 7.370,       109.713,
  7371, 7.371,       113.297,
  7372, 7.372,       116.752,
  7373, 7.373,       120.060,
  7374, 7.374,       123.204,
  7375, 7.375,       126.169,
