 Frame,  Time,EMG Signal 1~5,
  2980, 2.980,        12.321,
  2981, 2.981,        11.843,
  2982, 2.982,        11.386,
  2983, 2.983,        10.954,
  2984, 2.984,        10.549,
  2985, 2.985,        10.174,
  2986, 2.986,         9.831,
  2987, 2.987,         9.523,
  2988, 2.988,         9.252,
  2989, 2.989,         9.021,
  2990, 2.990,         8.832,
  2991, 2.991,         8.686,
  2992, 2.992,         8.585,
  2993, 2.993,         8.532,
  2994, 2.994,         8.526,
  2995, 2.995,         8.569,
  2996, 2.996,         8.662,
  2997, 2.997,         8.804,
  2998, 2.998,         8.996,
  2999, 2.999,         9.238,
  3000, 3.000,         9.528,
  3001, 3.001,         9.866,
  3002, 3.002,        10.250,
  3003, 3.003,        10.678,
  3004, 3.004,        11.148,
  3005, 3.005,        11.657,
  3006, 3.006,        12.203,
  3007, 3.007,        12.783,
  3008, 3.008,        13.392,
  3009, 3.009,        14.026,
  3010, 3.010,        14.683,
  3011, 3.011,        15.356,
  3012, 3.012,        16.042,
  3013, 3.013,        16.736,
  3014, 3.014,        17.433,
  3015, 3.015,        18.127,
  3016, 3.016,        18.815,
  3017, 3.017,        19.489,
  3018, 3.018,        20.146,
  3019, 3.019,        20.781,
  3020, 3.020,        21.388,
  3021, 3.021,        21.963,
  3022, 3.022,        22.501,
  3023, 3.023,        22.999,
  3024, 3.024,        23.452,
  3025, 3.025,        23.856,
  3026, 3.026,        24.209,
  3027, 3.027,        24.508,
  3028, 3.028,        24.750,
  3029, 3.029,        24.934,
  3030, 3.030,        25.058,
  3031, 3.031,        25.122,
  3032, 3.032,        25.124,
  3033, 3.033,        25.065,
  3034, 3.034,        24.946,
  3035, 3.035,        24.766,
  3036, 3.036,        24.529,
  3037, 3.037,        24.236,
  3038, 3.038,        23.889,
  3039, 3.039,        23.490,
  3040, 3.040,        23.044,
  3041, 3.041,        22.553,
  3042, 3.042,        22.021,
  3043, 3.043,        21.453,
  3044, 3.044,        20.852,
  3045, 3.045,        20.223,
  3046, 3.046,        19.571,
  3047, 3.047,        18.900,
  3048, 3.048,        18.215,
  3049, 3.049,        17.521,
  3050, 3.050,        16.823,
  3051, 3.051,        16.126,
  3052, 3.052,        15.433,
  3053, 3.053,        14.750,
  3054, 3.054,        14.081,
  3055, 3.055,        13.430,
  3056, 3.056,        12.801,
  3057, 3.057,        12.197,
  3058, 3.058,        11.623,
  3059, 3.059,        11.081,
  3060, 3.060,        10.573,
  3061, 3.061,        10.103,
  3062, 3.062,         9.673,
  3063, 3.063,         9.284,
  3064, 3.064,         8.938,
  3065, 3.065,         8.636,
  3066, 3.066,         8.379,
  3067, 3.067,         8.168,
  3068, 3.068,         8.002,
  3069, 3.069,         7.882,
  3070, 3.070,         7.807,
  3071, 3.071,         7.777,
  3072, 3.072,         7.790,
  3073, 3.073,         7.846,
  3074, 3.074,         7.942,
  3075, 3.075,         8.078,
  3076, 3.076,         8.252,
  3077, 3.077,         8.461,
  3078, 3.078,         8.703,
  3079, 3.079,         8.976,
  3080, 3.080,         9.277,
  3081, 3.081,         9.604,
  3082, 3.082,         9.954,
  3083, 3.083,        10.324,
  3084, 3.084,        10.710,
  3085, 3.085,        11.111,
  3086, 3.086,        11.522,
  3087, 3.087,        11.941,
  3088, 3.088,        12.365,
  3089, 3.089,        12.789,
  3090, 3.090,        13.212,
  3091, 3.091,        13.629,
  3092, 3.092,        14.037,
  3093, 3.093,        14.434,
  3094, 3.094,        14.816,
  3095, 3.095,        15.180,
  3096, 3.096,        15.523,
  3097, 3.097,        15.843,
  3098, 3.098,        16.136,
  3099, 3.099,        16.401,
  3100, 3.100,        16.634,
  3101, 3.101,        16.835,
  3102, 3.102,        17.000,
  3103, 3.103,        17.130,
  3104, 3.104,        17.221,
  3105, 3.105,        17.274,
  3106, 3.106,        17.287,
  3107, 3.107,        17.260,
  3108, 3.108,        17.193,
  3109, 3.109,        17.087,
  3110, 3.110,        16.941,
  3111, 3.111,        16.756,
  3112, 3.112,        16.534,
  3113, 3.113,        16.276,
  3114, 3.114,        15.984,
  3115, 3.115,        15.659,
  3116, 3.116,        15.303,
  3117, 3.117,        14.919,
  3118, 3.118,        14.510,
  3119, 3.119,        14.077,
  3120, 3.120,        13.624,
  3121, 3.121,        13.152,
  3122, 3.122,        12.666,
  3123, 3.123,        12.168,
  3124, 3.124,        11.661,
  3125, 3.125,        11.147,
  3126, 3.126,        10.630,
  3127, 3.127,        10.111,
  3128, 3.128,         9.595,
  3129, 3.129,         9.083,
  3130, 3.130,         8.578,
  3131, 3.131,         8.082,
  3132, 3.132,         7.597,
  3133, 3.133,         7.126,
  3134, 3.134,         6.670,
  3135, 3.135,         6.231,
  3136, 3.136,         5.811,
  3137, 3.137,         5.410,
  3138, 3.138,         5.032,
  3139, 3.139,         4.675,
  3140, 3.140,         4.342,
  3141, 3.141,         4.034,
  3142, 3.142,         3.751,
  3143, 3.143,         3.493,
  3144, 3.144,         3.261,
  3145, 3.145,         3.056,
  3146, 3.146,         2.878,
  3147, 3.147,         2.727,
  3148, 3.148,         2.602,
  3149, 3.149,         2.504,
  3150, 3.150,         2.433,
  3151, 3.151,         2.389,
  3152, 3.152,         2.371,
  3153, 3.153,         2.378,
  3154, 3.154,         2.411,
  3155, 3.155,         2.468,
  3156, 3.156,         2.550,
  3157, 3.157,         2.655,
  3158, 3.158,         2.783,
  3159, 3.159,         2.934,
  3160, 3.160,         3.105,
  3161, 3.161,         3.298,
  3162, 3.162,         3.509,
  3163, 3.163,         3.740,
  3164, 3.164,         3.988,
  3165, 3.165,         4.254,
  3166, 3.166,         4.535,
  3167, 3.167,         4.831,
  3168, 3.168,         5.140,
  3169, 3.169,         5.462,
  3170, 3.170,         5.796,
  3171, 3.171,         6.140,
  3172, 3.172,         6.493,
  3173, 3.173,         6.854,
  3174, 3.174,         7.222,
  3175, 3.175,         7.595,
  3176, 3.176,         7.973,
  3177, 3.177,         8.353,
  3178, 3.178,         8.735,
  3179, 3.179,         9.118,
  3180, 3.180,         9.500,
  3181, 3.181,         9.879,
  3182, 3.182,        10.256,
  3183, 3.183,        10.627,
  3184, 3.184,        10.992,
  3185, 3.185,        11.350,
  3186, 3.186,        11.700,
  3187, 3.187,        12.039,
  3188, 3.188,        12.368,
  3189, 3.189,        12.685,
  3190, 3.190,        12.989,
  3191, 3.191,        13.279,
  3192, 3.192,        13.554,
  3193, 3.193,        13.814,
  3194, 3.194,        14.058,
  3195, 3.195,        14.285,
  3196, 3.196,        14.495,
  3197, 3.197,        14.687,
  3198, 3.198,        14.862,
  3199, 3.199,        15.019,
  3200, 3.200,        15.159,
  3201, 3.201,        15.281,
  3202, 3.202,        15.385,
  3203, 3.203,        15.473,
  3204, 3.204,        15.545,
  3205, 3.205,        15.600,
  3206, 3.206,        15.639,
  3207, 3.207,        15.664,
  3208, 3.208,        15.674,
  3209, 3.209,        15.670,
  3210, 3.210,        15.652,
  3211, 3.211,        15.621,
  3212, 3.212,        15.577,
  3213, 3.213,        15.520,
  3214, 3.214,        15.451,
  3215, 3.215,        15.371,
  3216, 3.216,        15.278,
  3217, 3.217,        15.173,
  3218, 3.218,        15.057,
  3219, 3.219,        14.929,
  3220, 3.220,        14.790,
  3221, 3.221,        14.638,
  3222, 3.222,        14.474,
  3223, 3.223,        14.299,
  3224, 3.224,        14.111,
  3225, 3.225,        13.912,
  3226, 3.226,        13.700,
  3227, 3.227,        13.477,
  3228, 3.228,        13.242,
  3229, 3.229,        12.995,
  3230, 3.230,        12.738,
  3231, 3.231,        12.470,
  3232, 3.232,        12.191,
  3233, 3.233,        11.904,
  3234, 3.234,        11.607,
  3235, 3.235,        11.302,
  3236, 3.236,        10.991,
  3237, 3.237,        10.673,
  3238, 3.238,        10.350,
  3239, 3.239,        10.022,
  3240, 3.240,         9.692,
  3241, 3.241,         9.359,
  3242, 3.242,         9.025,
  3243, 3.243,         8.692,
  3244, 3.244,         8.359,
  3245, 3.245,         8.028,
  3246, 3.246,         7.700,
  3247, 3.247,         7.376,
  3248, 3.248,         7.057,
  3249, 3.249,         6.743,
  3250, 3.250,         6.436,
  3251, 3.251,         6.136,
  3252, 3.252,         5.844,
  3253, 3.253,         5.560,
  3254, 3.254,         5.284,
  3255, 3.255,         5.018,
  3256, 3.256,         4.762,
  3257, 3.257,         4.515,
  3258, 3.258,         4.279,
  3259, 3.259,         4.053,
  3260, 3.260,         3.837,
  3261, 3.261,         3.632,
  3262, 3.262,         3.437,
  3263, 3.263,         3.252,
  3264, 3.264,         3.078,
  3265, 3.265,         2.914,
  3266, 3.266,         2.760,
  3267, 3.267,         2.615,
  3268, 3.268,         2.480,
  3269, 3.269,         2.355,
  3270, 3.270,         2.238,
  3271, 3.271,         2.130,
  3272, 3.272,         2.030,
  3273, 3.273,         1.938,
  3274, 3.274,         1.855,
  3275, 3.275,         1.778,
  3276, 3.276,         1.709,
  3277, 3.277,         1.647,
  3278, 3.278,         1.592,
  3279, 3.279,         1.544,
  3280, 3.280,         1.502,
  3281, 3.281,         1.466,
  3282, 3.282,         1.437,
  3283, 3.283,         1.414,
  3284, 3.284,         1.397,
  3285, 3.285,         1.387,
  3286, 3.286,         1.383,
  3287, 3.287,         1.385,
  3288, 3.288,         1.394,
  3289, 3.289,         1.409,
  3290, 3.290,         1.432,
  3291, 3.291,         1.461,
  3292, 3.292,         1.498,
  3293, 3.293,         1.542,
  3294, 3.294,         1.595,
  3295, 3.295,         1.655,
  3296, 3.296,         1.724,
  3297, 3.297,         1.802,
  3298, 3.298,         1.889,
  3299, 3.299,         1.985,
  3300, 3.300,         2.091,
  3301, 3.301,         2.206,
  3302, 3.302,         2.331,
  3303, 3.303,         2.467,
  3304, 3.304,         2.612,
  3305, 3.305,         2.767,
  3306, 3.306,         2.932,
  3307, 3.307,         3.107,
  3308, 3.308,         3.292,
  3309, 3.309,         3.485,
  3310, 3.310,         3.688,
  3311, 3.311,         3.899,
  3312, 3.312,         4.118,
  3313, 3.313,         4.344,
  3314, 3.314,         4.577,
  3315, 3.315,         4.815,
  3316, 3.316,         5.058,
  3317, 3.317,         5.305,
  3318, 3.318,         5.554,
  3319, 3.319,         5.805,
  3320, 3.320,         6.057,
  3321, 3.321,         6.308,
  3322, 3.322,         6.556,
  3323, 3.323,         6.802,
  3324, 3.324,         7.042,
  3325, 3.325,         7.277,
  3326, 3.326,         7.504,
  3327, 3.327,         7.722,
  3328, 3.328,         7.931,
  3329, 3.329,         8.128,
  3330, 3.330,         8.313,
  3331, 3.331,         8.485,
  3332, 3.332,         8.642,
  3333, 3.333,         8.783,
  3334, 3.334,         8.908,
  3335, 3.335,         9.016,
  3336, 3.336,         9.107,
  3337, 3.337,         9.179,
  3338, 3.338,         9.233,
  3339, 3.339,         9.268,
  3340, 3.340,         9.284,
  3341, 3.341,         9.281,
  3342, 3.342,         9.260,
  3343, 3.343,         9.221,
  3344, 3.344,         9.163,
  3345, 3.345,         9.089,
  3346, 3.346,         8.999,
  3347, 3.347,         8.893,
  3348, 3.348,         8.772,
  3349, 3.349,         8.638,
  3350, 3.350,         8.492,
  3351, 3.351,         8.335,
  3352, 3.352,         8.168,
  3353, 3.353,         7.993,
  3354, 3.354,         7.810,
  3355, 3.355,         7.623,
  3356, 3.356,         7.431,
  3357, 3.357,         7.237,
  3358, 3.358,         7.042,
  3359, 3.359,         6.847,
  3360, 3.360,         6.653,
  3361, 3.361,         6.463,
  3362, 3.362,         6.277,
  3363, 3.363,         6.096,
  3364, 3.364,         5.923,
  3365, 3.365,         5.757,
  3366, 3.366,         5.599,
  3367, 3.367,         5.452,
  3368, 3.368,         5.315,
  3369, 3.369,         5.190,
  3370, 3.370,         5.076,
  3371, 3.371,         4.976,
  3372, 3.372,         4.888,
  3373, 3.373,         4.815,
  3374, 3.374,         4.755,
  3375, 3.375,         4.710,
  3376, 3.376,         4.679,
  3377, 3.377,         4.663,
  3378, 3.378,         4.662,
  3379, 3.379,         4.675,
  3380, 3.380,         4.704,
  3381, 3.381,         4.746,
  3382, 3.382,         4.803,
  3383, 3.383,         4.874,
  3384, 3.384,         4.958,
  3385, 3.385,         5.055,
  3386, 3.386,         5.165,
  3387, 3.387,         5.287,
  3388, 3.388,         5.421,
  3389, 3.389,         5.565,
  3390, 3.390,         5.719,
  3391, 3.391,         5.882,
  3392, 3.392,         6.053,
  3393, 3.393,         6.232,
  3394, 3.394,         6.417,
  3395, 3.395,         6.607,
  3396, 3.396,         6.802,
  3397, 3.397,         7.001,
  3398, 3.398,         7.201,
  3399, 3.399,         7.403,
  3400, 3.400,         7.605,
  3401, 3.401,         7.806,
  3402, 3.402,         8.005,
  3403, 3.403,         8.202,
  3404, 3.404,         8.394,
  3405, 3.405,         8.582,
  3406, 3.406,         8.764,
  3407, 3.407,         8.940,
  3408, 3.408,         9.109,
  3409, 3.409,         9.270,
  3410, 3.410,         9.422,
  3411, 3.411,         9.566,
  3412, 3.412,         9.701,
  3413, 3.413,         9.826,
  3414, 3.414,         9.941,
  3415, 3.415,        10.047,
  3416, 3.416,        10.143,
  3417, 3.417,        10.229,
  3418, 3.418,        10.305,
  3419, 3.419,        10.372,
  3420, 3.420,        10.430,
  3421, 3.421,        10.480,
  3422, 3.422,        10.520,
  3423, 3.423,        10.553,
  3424, 3.424,        10.578,
  3425, 3.425,        10.596,
  3426, 3.426,        10.608,
  3427, 3.427,        10.613,
  3428, 3.428,        10.613,
  3429, 3.429,        10.608,
  3430, 3.430,        10.598,
  3431, 3.431,        10.583,
  3432, 3.432,        10.565,
  3433, 3.433,        10.543,
  3434, 3.434,        10.518,
  3435, 3.435,        10.491,
  3436, 3.436,        10.460,
  3437, 3.437,        10.428,
  3438, 3.438,        10.393,
  3439, 3.439,        10.356,
  3440, 3.440,        10.317,
  3441, 3.441,        10.277,
  3442, 3.442,        10.236,
  3443, 3.443,        10.193,
  3444, 3.444,        10.150,
  3445, 3.445,        10.105,
  3446, 3.446,        10.060,
  3447, 3.447,        10.015,
  3448, 3.448,         9.970,
  3449, 3.449,         9.926,
  3450, 3.450,         9.883,
  3451, 3.451,         9.841,
  3452, 3.452,         9.801,
  3453, 3.453,         9.764,
  3454, 3.454,         9.730,
  3455, 3.455,         9.701,
  3456, 3.456,         9.676,
  3457, 3.457,         9.658,
  3458, 3.458,         9.646,
  3459, 3.459,         9.641,
  3460, 3.460,         9.646,
  3461, 3.461,         9.659,
  3462, 3.462,         9.682,
  3463, 3.463,         9.716,
  3464, 3.464,         9.762,
  3465, 3.465,         9.820,
  3466, 3.466,         9.890,
  3467, 3.467,         9.973,
  3468, 3.468,        10.069,
  3469, 3.469,        10.178,
  3470, 3.470,        10.300,
  3471, 3.471,        10.435,
  3472, 3.472,        10.582,
  3473, 3.473,        10.740,
  3474, 3.474,        10.910,
  3475, 3.475,        11.089,
  3476, 3.476,        11.277,
  3477, 3.477,        11.472,
  3478, 3.478,        11.673,
  3479, 3.479,        11.878,
  3480, 3.480,        12.086,
  3481, 3.481,        12.294,
  3482, 3.482,        12.500,
  3483, 3.483,        12.703,
  3484, 3.484,        12.901,
  3485, 3.485,        13.090,
  3486, 3.486,        13.270,
  3487, 3.487,        13.438,
  3488, 3.488,        13.591,
  3489, 3.489,        13.729,
  3490, 3.490,        13.848,
  3491, 3.491,        13.948,
  3492, 3.492,        14.027,
  3493, 3.493,        14.083,
  3494, 3.494,        14.114,
  3495, 3.495,        14.121,
  3496, 3.496,        14.102,
  3497, 3.497,        14.056,
  3498, 3.498,        13.983,
  3499, 3.499,        13.882,
  3500, 3.500,        13.755,
  3501, 3.501,        13.600,
  3502, 3.502,        13.419,
  3503, 3.503,        13.213,
  3504, 3.504,        12.981,
  3505, 3.505,        12.725,
  3506, 3.506,        12.447,
  3507, 3.507,        12.147,
  3508, 3.508,        11.827,
  3509, 3.509,        11.489,
  3510, 3.510,        11.135,
  3511, 3.511,        10.766,
  3512, 3.512,        10.384,
  3513, 3.513,         9.991,
  3514, 3.514,         9.589,
  3515, 3.515,         9.181,
  3516, 3.516,         8.767,
  3517, 3.517,         8.350,
  3518, 3.518,         7.932,
  3519, 3.519,         7.515,
  3520, 3.520,         7.100,
  3521, 3.521,         6.690,
  3522, 3.522,         6.286,
  3523, 3.523,         5.890,
  3524, 3.524,         5.503,
  3525, 3.525,         5.128,
  3526, 3.526,         4.764,
  3527, 3.527,         4.414,
  3528, 3.528,         4.079,
  3529, 3.529,         3.759,
  3530, 3.530,         3.457,
  3531, 3.531,         3.173,
  3532, 3.532,         2.907,
  3533, 3.533,         2.661,
  3534, 3.534,         2.435,
  3535, 3.535,         2.229,
  3536, 3.536,         2.045,
  3537, 3.537,         1.883,
  3538, 3.538,         1.744,
  3539, 3.539,         1.627,
  3540, 3.540,         1.533,
  3541, 3.541,         1.462,
  3542, 3.542,         1.414,
  3543, 3.543,         1.390,
  3544, 3.544,         1.390,
  3545, 3.545,         1.414,
  3546, 3.546,         1.462,
  3547, 3.547,         1.533,
  3548, 3.548,         1.628,
